iter	RMSE
565	0.01580623926
566	0.01580023289
567	0.01579733875
568	0.01576424875
569	0.015725704
570	0.01572326636
571	0.0157057134
572	0.01568328264
573	0.01565597209
574	0.01563595945
575	0.0155938154
576	0.01556089868
577	0.01551215891
578	0.01550346243
579	0.01548097061
580	0.01544919456
581	0.0154105889
582	0.01537980912
583	0.01536044784
584	0.01531770089
585	0.01528441095
586	0.01527967257
587	0.01525765961
588	0.01524992095
589	0.0152316182
590	0.01520211552
591	0.01518309178
592	0.01516129033
593	0.01515734736
594	0.01514254296
595	0.01512250557
596	0.01509337315
597	0.0150771319
598	0.01504316479
599	0.01501220461
600	0.01497492718
601	0.01494714257
602	0.01490798478
603	0.0148692896
604	0.01484659009
605	0.01482277148
606	0.014812572
607	0.01478924649
608	0.01476897225
609	0.0147647799
610	0.01474138089
611	0.01471903967
612	0.01470423086
613	0.01468870277
614	0.01468483823
615	0.0146796469
616	0.01467184312
617	0.01464802256
618	0.01463175446
619	0.01461347028
620	0.01459036542
621	0.01458606641
622	0.01456954391
623	0.01454732955
624	0.01450564365
625	0.01450179994
626	0.01449573846
627	0.0144577107
628	0.01443470899
629	0.01439905925
630	0.01439010664
631	0.01435512682
632	0.01433429494
633	0.01431485976
634	0.01427715065
635	0.01425296324
636	0.0142477071
637	0.01421011878
638	0.01419929478
639	0.01418159072
640	0.01415902025
641	0.01413778061
642	0.01411293788
643	0.01409909581
644	0.01407218998
645	0.01403703905
646	0.01400978272
647	0.01400172926
648	0.01398269798
649	0.01394466748
650	0.01391734276
651	0.01389172515
652	0.01385831695
653	0.0138366697
654	0.01381634392
655	0.01379311712
656	0.01375522063
657	0.01372205992
658	0.01370365817
659	0.01367520439
660	0.01364933028
661	0.01362456132
662	0.01359827656
663	0.0135839286
664	0.01356121341
665	0.01354380913
666	0.01351433477
667	0.01349993636
668	0.0134965757
669	0.01347368945
670	0.0134654413
671	0.01343846742
672	0.01343010709
673	0.01340940526
674	0.01337923774
675	0.01336364635
676	0.01333337996
677	0.01333089718
678	0.01331776415
679	0.01328859101
680	0.01328036251
681	0.01326390312
682	0.01324691142
683	0.01321686508
684	0.01319620469
685	0.0131691824
686	0.01315353066
687	0.0131318718
688	0.01309490912
689	0.01308964271
690	0.0130674253
691	0.01304369568
692	0.01302915768
693	0.01300458502
694	0.01297990302
695	0.01297658829
696	0.01294827441
697	0.01293794084
698	0.01290855204
699	0.01289234657
700	0.01287047229
701	0.01285371732
702	0.01282845113
703	0.01280312443
704	0.01277142869
705	0.01274498442
706	0.01273256422
707	0.0127063478
708	0.01268178336
709	0.01267485068
710	0.01265907901
711	0.01263509373
712	0.0126237165
713	0.01260311095
714	0.01258867958
715	0.01255808431
716	0.01254585502
717	0.0125229532
718	0.01249562085
719	0.01249239615
720	0.01247492071
721	0.01244756287
722	0.01243498747
723	0.01241814979
724	0.01240250303
725	0.01238253854
726	0.0123792658
727	0.01236214954
728	0.01235767156
729	0.01235517073
730	0.01233865225
731	0.01231851536
732	0.012312593
733	0.01229585535
734	0.01227231244
735	0.01226086362
736	0.01223360778
737	0.01222042156
738	0.0121929577
739	0.0121739481
740	0.01216712919
741	0.01214861405
742	0.01214196826
743	0.01211829549
744	0.01209366892
745	0.01207500467
746	0.01205987795
747	0.01203984791
748	0.01201253767
749	0.01199541512
750	0.01197091793
751	0.01194434363
752	0.01192156969
753	0.01190075873
754	0.01188577112
755	0.01186658375
756	0.01184170599
757	0.01182835285
758	0.01181584795
759	0.01180074409
760	0.01177474801
761	0.01174862834
762	0.01173277443
763	0.0117079763
764	0.01169305737
765	0.01168409301
766	0.01165880312
767	0.0116410357
768	0.01161455762
769	0.01161218706
770	0.01159160662
771	0.01156841957
772	0.01156552145
773	0.01155469316
774	0.01154022856
775	0.01152351887
776	0.01150167932
777	0.01149116665
778	0.01147454403
779	0.01146377326
780	0.01145463448
781	0.01144847542
782	0.01143488365
783	0.01141178225
784	0.011396984
785	0.01139494466
786	0.01137516495
787	0.01136400991
788	0.01133847097
789	0.01131531064
790	0.0112965232
791	0.01128319551
792	0.0112567644
793	0.01123727156
794	0.0112099465
795	0.01119075142
796	0.01116132569
797	0.01115022363
798	0.01112073869
799	0.01111626675
800	0.01110698577
801	0.01109568779
802	0.01107658688
803	0.01107126238
804	0.01105512626
805	0.01103753882
806	0.01101733855
807	0.01100779984
808	0.01099767484
809	0.01097586478
810	0.01097344169
811	0.01095799465
812	0.01095152443
813	0.0109405961
814	0.01092468893
815	0.01091104073
816	0.0109009061
817	0.01089866839
818	0.01089144983
819	0.01086447123
820	0.01085205481
821	0.01082610108
822	0.01080201846
823	0.01079698335
824	0.01078952662
825	0.01077095999
826	0.0107629549
827	0.01075269211
828	0.01072873132
829	0.01070530104
830	0.0106868264
831	0.01067874518
832	0.01065786159
833	0.01064519783
834	0.01062667754
835	0.01062412875
836	0.01061313926
837	0.01060798483
838	0.01058370328
839	0.01056328077
840	0.01055089955
841	0.01053296911
842	0.01052540794
843	0.0105022296
844	0.01048440138
845	0.0104603182
846	0.01043830137
847	0.0104213471
848	0.01041183667
849	0.01040829877
850	0.01039660515
851	0.01037525903
852	0.01037353653
853	0.01037024396
854	0.01036279307
855	0.01034830468
856	0.01032981078
857	0.01032008193
858	0.01030726626
859	0.01028691773
860	0.01027642119
861	0.01025949815
862	0.01025242223
863	0.01024229475
864	0.01023427601
865	0.01022492962
866	0.01021929342
867	0.01020555154
868	0.01018887755
869	0.01018478141
870	0.01016265611
871	0.01014529314
872	0.01013420179
873	0.01012662513
874	0.01011713512
875	0.01010189449
876	0.01008640736
877	0.01007330322
878	0.010061703
879	0.01004215928
880	0.01003309461
881	0.01002316065
882	0.01001162437
883	0.00999238544
884	0.009971117254
885	0.009955601851
886	0.009943333224
887	0.009931777095
888	0.009908769109
889	0.009900253039
890	0.009891800718
891	0.009875802102
892	0.009858808057
893	0.00984071864
894	0.009829730424
895	0.009813429622
896	0.009795603022
897	0.009780733997
898	0.009776987453
899	0.009765041452
900	0.009746456446
901	0.009743152234
902	0.009722444344
903	0.009706795256
904	0.009692291263
905	0.009682753971
906	0.009677195271
907	0.009668904816
908	0.009660307336
909	0.009648765501
910	0.009633136435
911	0.009622133192
912	0.009604011208
913	0.009585321631
914	0.009573872075
915	0.009564528702
916	0.009542356144
917	0.009524094146
918	0.009509362762
919	0.009491832807
920	0.009487011674
921	0.009475030672
922	0.009457307327
923	0.009438176719
924	0.009428913783
925	0.009420925243
926	0.009405756003
927	0.009394758095
928	0.009378564428
929	0.009367821392
930	0.009356977135
931	0.009351365903
932	0.00935049132
933	0.009339646117
934	0.009323552173
935	0.009316613842
936	0.009298444438
937	0.009287747581
938	0.009272149274
939	0.009252958585
940	0.009236054571
941	0.009217799861
942	0.009199464484
943	0.009198152445
944	0.009178585881
945	0.009165997186
946	0.009150322013
947	0.009134067999
948	0.009132419926
949	0.009117828004
950	0.009104986046
951	0.009093829711
952	0.009076566636
953	0.009064116356
954	0.009059689542
955	0.009052808844
956	0.009036556143
957	0.009032282786
958	0.00901810377
959	0.009011152123
960	0.009000240394
961	0.008991692918
962	0.0089708514
963	0.008956040778
964	0.008943666877
965	0.00892993397
966	0.008926105299
967	0.008909317263
968	0.008899697806
969	0.008888087136
970	0.008879192996
971	0.008866757945
972	0.008861575791
973	0.008853413368
974	0.008836762165
975	0.008825200581
976	0.008808770526
977	0.008791865741
978	0.008790465656
979	0.008775645523
980	0.008755138543
981	0.008749824123
982	0.008747641338
983	0.008737064766
984	0.008733896488
985	0.008721902972
986	0.008707322424
987	0.008688990301
988	0.008685480687
989	0.008674604268
990	0.008664052127
991	0.008645289299
992	0.008631058428
993	0.008624808784
994	0.008615772489
995	0.008608933861
996	0.00859669255
997	0.008582557165
998	0.008572898636
999	0.008560680074
