iter	RMSE
0	0.5095972834
1	0.4930159455
2	0.4767066661
3	0.462226226
4	0.4475747393
5	0.4329398848
6	0.4186936223
7	0.4047332445
8	0.3917175749
9	0.3788703115
10	0.3667977171
11	0.3550757805
12	0.3437863343
13	0.3329265609
14	0.3218412304
15	0.3112529458
16	0.3019389954
17	0.2926616007
18	0.2837685527
19	0.2749426022
20	0.2668713688
21	0.2581321854
22	0.2499678559
23	0.2424306734
24	0.2354970893
25	0.228399806
26	0.2216708644
27	0.2153594939
28	0.2086271063
29	0.2025443177
30	0.1964980547
31	0.1908040965
32	0.1852332062
33	0.1798986432
34	0.174460971
35	0.1695031243
36	0.1644508875
37	0.1597608514
38	0.1549768396
39	0.1504770306
40	0.146074781
41	0.1420061555
42	0.1378328334
43	0.1337699441
44	0.1303365929
45	0.1268410726
46	0.1233705181
47	0.1202350911
48	0.1168983564
49	0.1138205517
50	0.110911873
51	0.1079974545
52	0.1050958474
53	0.1025296871
54	0.100063538
55	0.09763686503
56	0.09526471032
57	0.09292158943
58	0.09079661674
59	0.08863939198
60	0.08658388206
61	0.08458606474
62	0.08265429227
63	0.08096473063
64	0.07911382586
65	0.0773672858
66	0.07584486333
67	0.07422321367
68	0.07287585101
69	0.07143654921
70	0.07007448353
71	0.06889353941
72	0.06760089406
73	0.06635825005
74	0.06521398697
75	0.06413131555
76	0.06309225201
77	0.06201432133
78	0.06097765785
79	0.0599892047
80	0.05904230078
81	0.05824287338
82	0.05735274501
83	0.05648814535
84	0.05567071838
85	0.05488405794
86	0.0542528523
87	0.05357139438
88	0.05294022111
89	0.05230574166
90	0.05164894317
91	0.05107321243
92	0.05041807448
93	0.04993280954
94	0.04933905429
95	0.04881263298
96	0.04830056889
97	0.04776995437
98	0.0472910223
99	0.04680001645
100	0.04630487188
101	0.0458211429
102	0.04544439539
103	0.04504692552
104	0.0446570959
105	0.04426980409
106	0.04393123268
107	0.0435731785
108	0.04328332411
109	0.04294226176
110	0.04260997713
111	0.04229349773
112	0.04198393924
113	0.04173338101
114	0.04149951003
115	0.04125416266
116	0.04103795846
117	0.04080002518
118	0.04056312662
119	0.04032149985
120	0.04009346283
121	0.0398974369
122	0.03963924297
123	0.03946604225
124	0.03922449149
125	0.0390263367
126	0.03880776044
127	0.03862689128
128	0.03841703408
129	0.03822206515
130	0.03803346208
131	0.03785925363
132	0.03767427352
133	0.03745936508
134	0.03728308296
135	0.03711080471
136	0.0369634692
137	0.03683271435
138	0.03667654165
139	0.03655087546
140	0.03637134719
141	0.03621344834
142	0.0360553692
143	0.0359013841
144	0.03577343446
145	0.03557761225
146	0.03540567899
147	0.03519935425
148	0.03509765228
149	0.03494752665
150	0.03480965131
151	0.03467173955
152	0.03450234376
153	0.03437932771
154	0.0342652765
155	0.03411339496
156	0.03404234158
157	0.0339262645
158	0.03378989212
159	0.0336855414
160	0.03356662255
161	0.03347456677
162	0.03334249386
163	0.03325558212
164	0.03317077919
165	0.03300550017
166	0.03289816019
167	0.03278001328
168	0.0326558529
169	0.03258387804
170	0.0325321437
171	0.03242865173
172	0.0324062797
173	0.03232047747
174	0.03225977075
175	0.03218099958
176	0.03208494905
177	0.0319609046
178	0.0318407804
179	0.0316908347
180	0.0316625336
181	0.03156720582
182	0.03146738641
183	0.03141007417
184	0.03131980208
185	0.03123540335
186	0.03116768736
187	0.03110892639
188	0.03098414371
189	0.03087642916
190	0.03083283751
191	0.03075355789
192	0.03073728009
193	0.03064905639
194	0.03058672228
195	0.03048344526
196	0.03045737662
197	0.03036667172
198	0.03029411843
199	0.03022387219
200	0.03019020257
201	0.03009895596
202	0.02999991055
203	0.02991421991
204	0.029841146
205	0.02971974739
206	0.02967650651
207	0.02965551406
208	0.0296103813
209	0.02957924168
210	0.02954146231
211	0.0294885043
212	0.02939258951
213	0.02930076077
214	0.02927887061
215	0.02920847333
216	0.02911709207
217	0.02910438065
218	0.02904844575
219	0.02903294407
220	0.02901969295
221	0.02889661333
222	0.02882624033
223	0.02878706986
224	0.02875818361
225	0.02866069217
226	0.02864092293
227	0.0285787066
228	0.02855946719
229	0.02854597216
230	0.02846578276
231	0.02842501796
232	0.02837579965
233	0.02836032667
234	0.02830810634
235	0.02822114068
236	0.02811425201
237	0.02808897707
238	0.02807446695
239	0.02806210561
240	0.02797353075
241	0.02795738839
242	0.02787254833
243	0.02779442472
244	0.02773146873
245	0.02769848053
246	0.02763531908
247	0.02759882258
248	0.02756402223
249	0.02750335359
250	0.02740678635
251	0.02730369639
252	0.02726655909
253	0.02716850313
254	0.02706967133
255	0.02705854849
256	0.02700260639
257	0.0268903947
258	0.02679304825
259	0.02678165124
260	0.02667515257
261	0.02662200741
262	0.0265452964
263	0.02648788613
264	0.02644792083
265	0.0264370655
266	0.02640220838
267	0.02632208088
268	0.02624730023
269	0.02616312718
270	0.02606256828
271	0.02599051011
272	0.02589546891
273	0.02588415868
274	0.02582006958
275	0.02580631779
276	0.02579450648
277	0.02578339926
278	0.02570608977
279	0.02562928951
280	0.02554307412
281	0.02547247035
282	0.0254603223
283	0.02541038759
284	0.02534610787
285	0.02527291754
286	0.02526323528
287	0.02519287877
288	0.02513160392
289	0.02511796392
290	0.02506821163
291	0.02502027003
292	0.02494056814
293	0.02487537812
294	0.02482577838
295	0.02481424764
296	0.02474518498
297	0.02468322508
298	0.02467423612
299	0.02459971386
300	0.02459162893
301	0.0245842676
302	0.024541091
303	0.02449410555
304	0.02443383689
305	0.02438521891
306	0.02434361105
307	0.02430604627
308	0.02424257894
309	0.02420356537
310	0.02415385607
311	0.02408138516
312	0.0240736841
313	0.02401601794
314	0.0239584866
315	0.02395031572
316	0.02387547313
317	0.0238647492
318	0.02382181026
319	0.02377565003
320	0.02370399926
321	0.02369720297
322	0.02361715334
323	0.02361047636
324	0.02357982905
325	0.0235164829
326	0.02348012156
327	0.02343730629
328	0.02338509679
329	0.02337436686
330	0.02333809248
331	0.02324259571
332	0.02323230525
333	0.02316547929
334	0.02310902501
335	0.0230327202
336	0.02297142857
337	0.02295211549
338	0.02289731291
339	0.02288978234
340	0.0228368449
341	0.02282791958
342	0.0227931363
343	0.02274699343
344	0.02269165092
345	0.02267018484
346	0.02266195514
347	0.02263409509
348	0.02257513102
349	0.02251156375
350	0.02245078323
351	0.02238174331
352	0.02232459414
353	0.02231594276
354	0.02226973711
355	0.02224657452
356	0.02223140958
357	0.02216696728
358	0.02216069491
359	0.02211003553
360	0.02205903852
361	0.02202522654
362	0.02200225537
363	0.02194161269
364	0.02192095717
365	0.02185552232
366	0.02179220064
367	0.02176296853
368	0.02172878188
369	0.02169428407
370	0.02166647154
371	0.02160812089
372	0.02157282208
373	0.02152304174
374	0.02151648767
375	0.02149058844
376	0.02142007576
377	0.02136470406
378	0.02129744664
379	0.02126594226
380	0.02121812201
381	0.02118704014
382	0.02114736635
383	0.02110969943
384	0.02105150143
385	0.0210283658
386	0.02101396806
387	0.02100235301
388	0.02097372882
389	0.02092496131
390	0.0209011552
391	0.02082819437
392	0.02079981759
393	0.0207597649
394	0.02073675963
395	0.02069548456
396	0.02067167206
397	0.02065351542
398	0.02060640867
399	0.02057321208
400	0.02056836372
401	0.02052937506
402	0.02051502943
403	0.02050329356
404	0.02045318499
405	0.02039767248
406	0.02034346077
407	0.02031951692
408	0.02030537241
409	0.02028192959
410	0.02027709523
411	0.02021747933
412	0.02021323585
413	0.02019471725
414	0.02018569817
415	0.02018155967
416	0.02014900407
417	0.02009452177
418	0.02004507531
419	0.02000876755
420	0.0200004124
421	0.0199789372
422	0.01992785688
423	0.01987048196
424	0.01983418754
425	0.01979776317
426	0.019754052
427	0.01974849503
428	0.0197285406
429	0.01968943612
430	0.01963604894
431	0.01960272283
432	0.01957692137
433	0.0195718147
434	0.01956758149
435	0.01952147924
436	0.01948723918
437	0.01944895263
438	0.01942978783
439	0.019421571
440	0.01941320208
441	0.01938101139
442	0.01933823393
443	0.01930565064
444	0.01926799842
445	0.01921274072
446	0.01915399252
447	0.01911183985
448	0.01909222682
449	0.01908188648
450	0.01907654595
451	0.01903591094
452	0.0189867258
453	0.0189356811
454	0.01893160987
455	0.01889441353
456	0.01886219643
457	0.01881907028
458	0.01879060995
459	0.01876063056
460	0.01871299161
461	0.01868538936
462	0.01862734424
463	0.01861849305
464	0.01857619755
465	0.01855306312
466	0.01852523507
467	0.01848524567
468	0.01847039534
469	0.0184382868
470	0.01841370054
471	0.01838180002
472	0.01834563791
473	0.01831421202
474	0.01830916171
475	0.01827071866
476	0.01823991641
477	0.01823695234
478	0.01819165741
479	0.01814720006
480	0.0181264053
481	0.01811075099
482	0.0180801885
483	0.01804356043
484	0.01800901697
485	0.01798948614
486	0.01795239985
487	0.01792062139
488	0.0179159876
489	0.01789466107
490	0.01784266516
491	0.01783586881
492	0.01780164949
493	0.0177787672
494	0.01773982221
495	0.01769772197
496	0.01766651739
497	0.01764321796
498	0.01760074243
499	0.01756831626
500	0.01755537945
501	0.01751511284
502	0.01751180081
503	0.01750678964
504	0.01746991571
505	0.01743514724
506	0.01739902825
507	0.0173730844
508	0.0173537695
509	0.01733502763
510	0.01731294846
511	0.01728386573
512	0.01725921293
513	0.01723999021
514	0.01720206449
515	0.01718040324
516	0.01715294935
517	0.01714522935
518	0.01712347704
519	0.01707566021
520	0.01704061198
521	0.01701785098
522	0.01699005118
523	0.01694562925
524	0.01692760032
525	0.01688318507
526	0.01683926123
527	0.01680313417
528	0.01677043649
529	0.01674491338
530	0.01671853156
531	0.01668692914
532	0.0166559724
533	0.01663168237
534	0.01659694247
535	0.01657730488
536	0.01656576655
537	0.01652629579
538	0.01649784512
539	0.01648472635
540	0.01645851352
541	0.01643000289
542	0.01640552669
543	0.01637353344
544	0.01635587716
545	0.01631446552
546	0.01626791552
547	0.01624568896
548	0.01623228053
549	0.01620377702
550	0.01618458233
551	0.01615757262
552	0.01613047582
553	0.01609394378
554	0.01607549323
555	0.0160603377
556	0.01604034754
557	0.01600678026
558	0.016004087
559	0.01596193254
560	0.01594177456
561	0.01591513449
562	0.01591144261
563	0.01588771899
564	0.01585312659
