조향각,엑셀,브레이크
0.03228759765625,-1.0,0.999969482421875
0.032318115234375,-1.0,0.999969482421875
0.032440185546875,-1.0,0.999969482421875
0.03253173828125,-1.0,0.999969482421875
0.032684326171875,-1.0,0.999969482421875
0.03271484375,-1.0,0.999969482421875
0.032867431640625,-1.0,0.999969482421875
0.033050537109375,-1.0,0.999969482421875
0.033111572265625,-1.0,0.999969482421875
0.033294677734375,-1.0,0.999969482421875
0.033477783203125,-1.0,0.999969482421875
0.033660888671875,-1.0,0.999969482421875
0.033660888671875,-1.0,0.999969482421875
0.03369140625,-1.0,0.999969482421875
0.03387451171875,-1.0,0.999969482421875
0.034027099609375,-1.0,0.999969482421875
0.0340576171875,-1.0,0.999969482421875
0.034149169921875,-1.0,0.999969482421875
0.034332275390625,-1.0,0.999969482421875
0.034454345703125,-1.0,0.999969482421875
0.03448486328125,-1.0,0.999969482421875
0.034515380859375,-1.0,0.999969482421875
0.034637451171875,-1.0,0.999969482421875
0.034698486328125,-1.0,0.999969482421875
0.03472900390625,-1.0,0.999969482421875
0.034820556640625,-1.0,0.999969482421875
0.034881591796875,-1.0,0.999969482421875
0.034881591796875,-1.0,0.999969482421875
0.035064697265625,-1.0,0.999969482421875
0.035064697265625,-1.0,0.999969482421875
0.035064697265625,-1.0,0.999969482421875
0.03509521484375,-1.0,0.999969482421875
0.03509521484375,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
0.035125732421875,-1.0,0.999969482421875
