,날짜,언론사,기사제목,링크
0, 2021.12.29 18:00,매일경제,툭하면 셧다운 중국…삼성 반도체공장마저 전격 감산,https://finance.naver.com/item/news_read.naver?article_id=0004901192&office_id=009&code=005930&page=81&sm=
1, 2021.12.29 17:00,이데일리,"봉쇄 일주일 만에…삼성전자, 결국 中시안 반도체 '탄력조정'(종합)",https://finance.naver.com/item/news_read.naver?article_id=0005116329&office_id=018&code=005930&page=81&sm=
2, 2021.12.29 15:10,비즈니스워치,'봉쇄된 중국 시안'…삼성 반도체공장 결국 생산 조정,https://finance.naver.com/item/news_read.naver?article_id=0000005559&office_id=648&code=005930&page=81&sm=
3, 2021.12.29 12:17,헤럴드경제,"결국...삼성, 시안 반도체 생산라인 축소",https://finance.naver.com/item/news_read.naver?article_id=0001930734&office_id=016&code=005930&page=81&sm=
4, 2021.12.29 11:57,머니투데이,"中 코로나 봉쇄에…삼성전자, 시안 반도체 공장 '탄력운영' 돌입",https://finance.naver.com/item/news_read.naver?article_id=0004689431&office_id=008&code=005930&page=81&sm=
5, 2021.12.29 10:35,서울경제,"코로나 봉쇄에···삼성전자, 中시안 반도체 사업장 생산 조절",https://finance.naver.com/item/news_read.naver?article_id=0004001996&office_id=011&code=005930&page=81&sm=
6, 2021.12.29 17:58,매일경제,삼성도 6일밖에 못 버텼다…봉쇄 길어지면 또 반도체 대란,https://finance.naver.com/item/news_read.naver?article_id=0004901183&office_id=009&code=005930&page=81&sm=
7, 2021.12.29 17:53,한국경제,삼성 낸드 40% 책임지는 中 시안공장 생산 줄인다,https://finance.naver.com/item/news_read.naver?article_id=0004646513&office_id=015&code=005930&page=81&sm=
8, 2021.12.29 17:43,파이낸셜뉴스,삼성 中시안공장 생산 조정…낸드값 하락폭 줄어드나,https://finance.naver.com/item/news_read.naver?article_id=0004763903&office_id=014&code=005930&page=81&sm=
9, 2021.12.29 12:12,아시아경제,"삼성전자, 中시안 반도체 공장 생산라인 축소…""탄력 운영""(종합)",https://finance.naver.com/item/news_read.naver?article_id=0005022719&office_id=277&code=005930&page=81&sm=
10, 2021.12.29 11:41,파이낸셜뉴스,삼성전자 시안 공장 생산 조정..낸드 가격 하락 영향은(종합),https://finance.naver.com/item/news_read.naver?article_id=0004763641&office_id=014&code=005930&page=81&sm=
11, 2021.12.29 11:29,아시아경제,"삼성전자, 中시안 반도체 공장 생산라인 축소…""탄력 운영""",https://finance.naver.com/item/news_read.naver?article_id=0005022672&office_id=277&code=005930&page=81&sm=
12, 2021.12.29 11:15,이데일리,"中시안 코로나 봉쇄…삼성전자, 반도체공장 생산라인 탄력 운영",https://finance.naver.com/item/news_read.naver?article_id=0005116036&office_id=018&code=005930&page=81&sm=
13, 2021.12.29 10:19,헤럴드경제,"삼성 中 반도체 공장, 코로나 봉쇄로 생산라인 축소",https://finance.naver.com/item/news_read.naver?article_id=0001930576&office_id=016&code=005930&page=81&sm=
14, 2021.12.29 17:50,매일경제,"[단독] 삼성전자, 미세 플라스틱 해결할 세탁기 개발 팔 걷었다",https://finance.naver.com/item/news_read.naver?article_id=0004901164&office_id=009&code=005930&page=81&sm=
15, 2021.12.29 17:43,파이낸셜뉴스,"1년 기다렸다…삼성전자 직원 성과급, 반도체·스마트폰·TV '연봉의 5...",https://finance.naver.com/item/news_read.naver?article_id=0004763906&office_id=014&code=005930&page=81&sm=
16, 2021.12.29 15:16,파이낸셜뉴스,[단독][김경민의 적시타] 삼성 반도체 연봉 50% 성과급 받는다,https://finance.naver.com/item/news_read.naver?article_id=0004763771&office_id=014&code=005930&page=81&sm=
17, 2021.12.29 17:07,아시아경제,"삼성엔지니어링, 삼성전자 평택공장 공사 3300억원 수주",https://finance.naver.com/item/news_read.naver?article_id=0005022914&office_id=277&code=005930&page=81&sm=
18, 2021.12.29 16:52,헤럴드경제,"삼성엔지니어링, 삼성전자와 3300억 규모 마감공사 계약",https://finance.naver.com/item/news_read.naver?article_id=0001930876&office_id=016&code=005930&page=81&sm=
19, 2021.12.29 16:48,헤럴드경제,“삼성 이러다 큰일 나겠네” 폴더블폰보다 10배 더 팔린 ‘이것’ [I...,https://finance.naver.com/item/news_read.naver?article_id=0001930873&office_id=016&code=005930&page=81&sm=
20, 2021.12.29 16:17,이코노미스트,[마감시황] 삼성전자 ‘7만 전자’ 내려 앉아…통신·금융주 하락세,https://finance.naver.com/item/news_read.naver?article_id=0000020650&office_id=243&code=005930&page=81&sm=
21, 2021.12.29 16:08,매일경제,삼성전자 -1.87% 셀트리온 -5.19%…배당락일 맞은 코스피 299...,https://finance.naver.com/item/news_read.naver?article_id=0004901024&office_id=009&code=005930&page=81&sm=
22, 2021.12.29 15:13,서울경제,"삼성전자, CES 앞두고 외계인 납치···또 무슨 신기술 선뵈나 [영상...",https://finance.naver.com/item/news_read.naver?article_id=0004002124&office_id=011&code=005930&page=81&sm=
23, 2021.12.29 09:54,머니투데이,외계인 기술 훔쳤다? 1년만에 또 등장한 삼성의 '특별연구진',https://finance.naver.com/item/news_read.naver?article_id=0004689341&office_id=008&code=005930&page=81&sm=
24, 2021.12.29 14:01,파이낸셜뉴스,"[김경민의 적시타]LGD, 차세대 OLED 공개·'삼성 동맹설' 사업수...",https://finance.naver.com/item/news_read.naver?article_id=0004763707&office_id=014&code=005930&page=81&sm=
