,날짜,언론사,기사제목,링크
0, 2021.12.30 17:03,이데일리,"김지형 삼성준법위원장 ""위원회는 백신…아파도 맞아야""",https://finance.naver.com/item/news_read.naver?article_id=0005117109&office_id=018&code=005930&page=77&sm=
1, 2021.12.30 16:52,파이낸셜뉴스,"'준법경영은 백신'…김지형 삼성 준법위원장 ""아프고 싫지만 맞아야""",https://finance.naver.com/item/news_read.naver?article_id=0004764441&office_id=014&code=005930&page=77&sm=
2, 2021.12.30 16:52,이코노미스트,"미국에도 '비스포크' 전파... 삼성, 미국 가전 시장 확대 나서",https://finance.naver.com/item/news_read.naver?article_id=0000020705&office_id=243&code=005930&page=77&sm=
3, 2021.12.30 11:49,헤럴드경제,"삼성전자, 美시장 ‘비스포크’ 라인업 확대",https://finance.naver.com/item/news_read.naver?article_id=0001931239&office_id=016&code=005930&page=77&sm=
4, 2021.12.30 11:39,서울경제,"삼성 비스포크, 美 시장 본격 공략···“신기능 제품으로 패러다임 변...",https://finance.naver.com/item/news_read.naver?article_id=0004002490&office_id=011&code=005930&page=77&sm=
5, 2021.12.30 10:28,머니투데이,냉장고에 성조기 붙였더니 생긴 일…美 친 삼성의 아이디어,https://finance.naver.com/item/news_read.naver?article_id=0004689859&office_id=008&code=005930&page=77&sm=
6, 2021.12.30 10:01,파이낸셜뉴스,"삼성전자, 美 비스포크 라인업 확대 ""북미 가전 패러다임 새 기준""",https://finance.naver.com/item/news_read.naver?article_id=0004764163&office_id=014&code=005930&page=77&sm=
7, 2021.12.30 08:37,헤럴드경제,"“美 소비자 마음 훔치러 간다”…삼성전자, ‘비스포크’ 라인업 본격 ...",https://finance.naver.com/item/news_read.naver?article_id=0001930972&office_id=016&code=005930&page=77&sm=
8, 2021.12.30 16:17,매일경제,카카오 네이버 뜨고 LG화학 셀트리온 지고…삼성전자는 21년째 시총 1...,https://finance.naver.com/item/news_read.naver?article_id=0004901681&office_id=009&code=005930&page=77&sm=
9, 2021.12.30 16:10,매일경제,삼성전자 감산 소식에 하이닉스 13만원 돌파,https://finance.naver.com/item/news_read.naver?article_id=0004901671&office_id=009&code=005930&page=77&sm=
10, 2021.12.30 09:31,조선비즈,[특징주] 삼성전자 중국 반도체 감산에 SK하이닉스 2%대 강세,https://finance.naver.com/item/news_read.naver?article_id=0000783773&office_id=366&code=005930&page=77&sm=
11, 2021.12.30 15:04,파이낸셜뉴스,"투자자 10명 중 8명, 美 마이크론 '깜짝 실적' ""삼성전자 기대감 ...",https://finance.naver.com/item/news_read.naver?article_id=0004764376&office_id=014&code=005930&page=77&sm=
12, 2021.12.30 08:27,헤럴드경제,"주식 투자자 10명 중 8명, ""美 마이크론 '어닝 서프라이즈'에 삼...",https://finance.naver.com/item/news_read.naver?article_id=0001930964&office_id=016&code=005930&page=77&sm=
13, 2021.12.30 14:47,이데일리,[단독]삼성전자 인사제도 개편안 과반 동의…내년 본격 시행,https://finance.naver.com/item/news_read.naver?article_id=0005116957&office_id=018&code=005930&page=77&sm=
14, 2021.12.30 14:42,매일경제,"""안좋아하고는 못베길걸""…냉장고에 성조기 붙인 삼성의 美친 마케팅",https://finance.naver.com/item/news_read.naver?article_id=0004901598&office_id=009&code=005930&page=77&sm=
15, 2021.12.30 14:31,매경이코노미,"""삼성전자 中낸드 감산 호재""...하이닉스, 마이크론 등 메모리 반도체...",https://finance.naver.com/item/news_read.naver?article_id=0000072381&office_id=024&code=005930&page=77&sm=
16, 2021.12.30 09:59,한국경제,"'반도체 대장株' 삼성전자·SK하이닉스, 공급과잉 해소 기대감에 강세",https://finance.naver.com/item/news_read.naver?article_id=0004646741&office_id=015&code=005930&page=77&sm=
17, 2021.12.30 09:19,이데일리,"[특징주]반도체 대형株 강세…""삼성전자 中낸드 감산 호재""",https://finance.naver.com/item/news_read.naver?article_id=0005116631&office_id=018&code=005930&page=77&sm=
18, 2021.12.30 09:01,이데일리,삼성 中반도체 감산에 '7만전자'…낸드 경쟁사 주가는 '쑥',https://finance.naver.com/item/news_read.naver?article_id=0005116589&office_id=018&code=005930&page=77&sm=
19, 2021.12.30 11:59,서울경제,"삼성바이오로직스 ""삼성의 바이오젠 인수설은 사실무근""",https://finance.naver.com/item/news_read.naver?article_id=0004002495&office_id=011&code=005930&page=77&sm=
20, 2021.12.30 09:12,조선비즈,"삼성바이오로직스, 삼성그룹 바이오젠 인수설에 급등",https://finance.naver.com/item/news_read.naver?article_id=0000783769&office_id=366&code=005930&page=77&sm=
21, 2021.12.30 11:40,이코노미스트,삼성 폴더블 대중화 통했다…지난해보다 4배 더 팔려,https://finance.naver.com/item/news_read.naver?article_id=0000020685&office_id=243&code=005930&page=77&sm=
22, 2021.12.30 11:00,아시아경제,"폴더블폰 대중화 이끈 삼성 ""갤럭시Z 판매량 전년 4배 ↑""",https://finance.naver.com/item/news_read.naver?article_id=0005023254&office_id=277&code=005930&page=77&sm=
23, 2021.12.30 10:08,서울경제,"""또또 베꼈네""···中 '삼성 타도' 폴더블폰 무더기 출시",https://finance.naver.com/item/news_read.naver?article_id=0004002416&office_id=011&code=005930&page=77&sm=
