조향각,엑셀,브레이크
0.05535888671875,-1.0,0.999969482421875
0.059356689453125,-1.0,0.999969482421875
0.0595703125,-1.0,0.999969482421875
0.05987548828125,-1.0,0.999969482421875
0.06024169921875,-1.0,0.999969482421875
0.060394287109375,-1.0,0.999969482421875
0.060943603515625,-1.0,0.999969482421875
0.061187744140625,-1.0,0.999969482421875
0.06134033203125,-1.0,0.999969482421875
0.061553955078125,-1.0,0.999969482421875
0.06170654296875,-1.0,0.999969482421875
0.06201171875,-1.0,0.999969482421875
0.062347412109375,-1.0,0.999969482421875
0.062347412109375,-1.0,0.999969482421875
0.062652587890625,-1.0,0.999969482421875
0.06280517578125,-1.0,0.999969482421875
0.062957763671875,-1.0,0.999969482421875
0.06317138671875,-1.0,0.999969482421875
0.06341552734375,-1.0,0.999969482421875
0.063720703125,-1.0,0.999969482421875
0.06396484375,-1.0,0.999969482421875
0.0640869140625,-1.0,0.999969482421875
0.06427001953125,-1.0,0.999969482421875
0.064788818359375,-1.0,0.999969482421875
0.06488037109375,-1.0,0.999969482421875
0.0650634765625,-1.0,0.999969482421875
0.065277099609375,-1.0,0.999969482421875
0.065673828125,-1.0,0.999969482421875
0.065826416015625,-1.0,0.999969482421875
0.06597900390625,-1.0,0.999969482421875
0.06658935546875,-1.0,0.999969482421875
0.0667724609375,-1.0,0.999969482421875
0.066986083984375,-1.0,0.999969482421875
0.067138671875,-1.0,0.999969482421875
0.06732177734375,-1.0,0.999969482421875
0.06793212890625,-1.0,0.999969482421875
0.068084716796875,-1.0,0.999969482421875
0.0684814453125,-1.0,0.999969482421875
0.068634033203125,-1.0,0.999969482421875
0.068878173828125,-1.0,0.999969482421875
0.06903076171875,-1.0,0.999969482421875
0.069427490234375,-1.0,0.999969482421875
0.069580078125,-1.0,0.999969482421875
0.069976806640625,-1.0,0.999969482421875
0.070220947265625,-1.0,0.999969482421875
0.07037353515625,-1.0,0.999969482421875
0.07061767578125,-1.0,0.999969482421875
0.071014404296875,-1.0,0.999969482421875
0.071258544921875,-1.0,0.999969482421875
0.0714111328125,-1.0,0.999969482421875
0.071807861328125,-1.0,0.999969482421875
0.07208251953125,-1.0,0.999969482421875
0.07208251953125,-1.0,0.999969482421875
0.072540283203125,-1.0,0.999969482421875
0.0732421875,-1.0,0.999969482421875
0.07342529296875,-1.0,0.999969482421875
0.07366943359375,-1.0,0.999969482421875
0.07415771484375,-1.0,0.999969482421875
0.0743408203125,-1.0,0.999969482421875
0.075103759765625,-1.0,0.999969482421875
0.075531005859375,-1.0,0.999969482421875
0.0758056640625,-1.0,0.999969482421875
0.0760498046875,-1.0,0.999969482421875
0.076324462890625,-1.0,0.999969482421875
0.076873779296875,-1.0,0.999969482421875
0.077392578125,-1.0,0.999969482421875
0.07763671875,-1.0,0.999969482421875
0.0780029296875,-1.0,0.999969482421875
0.078277587890625,-1.0,0.999969482421875
0.07879638671875,-1.0,0.999969482421875
0.079498291015625,-1.0,0.999969482421875
0.079742431640625,-1.0,0.999969482421875
0.08001708984375,-1.0,0.999969482421875
0.08026123046875,-1.0,0.999969482421875
0.080535888671875,-1.0,0.999969482421875
0.0810546875,-1.0,0.999969482421875
0.08148193359375,-1.0,0.999969482421875
0.081756591796875,-1.0,0.999969482421875
0.0821533203125,-1.0,0.999969482421875
0.0823974609375,-1.0,0.999969482421875
0.0826416015625,-1.0,0.999969482421875
0.08306884765625,-1.0,0.999969482421875
0.08343505859375,-1.0,0.999969482421875
0.083587646484375,-1.0,0.999969482421875
0.083831787109375,-1.0,0.999969482421875
0.083984375,-1.0,0.999969482421875
0.084136962890625,-1.0,0.999969482421875
0.084503173828125,-1.0,0.999969482421875
0.084747314453125,-1.0,0.999969482421875
0.08502197265625,-1.0,0.999969482421875
0.085174560546875,-1.0,0.999969482421875
0.08526611328125,-1.0,0.999969482421875
0.085601806640625,-1.0,0.999969482421875
0.085693359375,-1.0,0.999969482421875
0.08587646484375,-1.0,0.999969482421875
0.08599853515625,-1.0,0.999969482421875
0.08612060546875,-1.0,0.999969482421875
0.086212158203125,-1.0,0.999969482421875
0.086517333984375,-1.0,0.999969482421875
0.0865478515625,-1.0,0.999969482421875
0.086639404296875,-1.0,0.999969482421875
0.086761474609375,-1.0,0.999969482421875
0.086883544921875,-1.0,0.999969482421875
0.0870361328125,-1.0,0.999969482421875
0.0872802734375,-1.0,0.999969482421875
0.087310791015625,-1.0,0.999969482421875
0.08740234375,-1.0,0.999969482421875
0.087554931640625,-1.0,0.999969482421875
0.087646484375,-1.0,0.999969482421875
0.08782958984375,-1.0,0.999969482421875
0.087982177734375,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.088134765625,-1.0,0.999969482421875
0.08837890625,-1.0,0.999969482421875
0.088470458984375,-1.0,0.999969482421875
0.0885009765625,-1.0,0.999969482421875
0.0885009765625,-1.0,0.999969482421875
0.088623046875,-1.0,0.999969482421875
0.088775634765625,-1.0,0.999969482421875
0.088836669921875,-1.0,0.999969482421875
0.088897705078125,-1.0,0.999969482421875
0.088897705078125,-1.0,0.999969482421875
0.0889892578125,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.08905029296875,-1.0,0.999969482421875
0.08905029296875,-1.0,0.999969482421875
0.08905029296875,-1.0,0.999969482421875
0.08905029296875,-1.0,0.999969482421875
0.08905029296875,-1.0,0.999969482421875
0.08905029296875,-1.0,0.999969482421875
0.08905029296875,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089141845703125,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.089019775390625,-1.0,0.999969482421875
0.0889892578125,-1.0,0.999969482421875
0.0889892578125,-1.0,0.999969482421875
0.088897705078125,-1.0,0.999969482421875
0.088897705078125,-1.0,0.999969482421875
0.088897705078125,-1.0,0.999969482421875
0.088897705078125,-1.0,0.999969482421875
0.088775634765625,-1.0,0.999969482421875
0.088775634765625,-1.0,0.999969482421875
0.088775634765625,-1.0,0.999969482421875
0.088775634765625,-1.0,0.999969482421875
0.0887451171875,-1.0,0.999969482421875
0.0887451171875,-1.0,0.999969482421875
0.0887451171875,-1.0,0.999969482421875
0.0887451171875,-1.0,0.999969482421875
0.088653564453125,-1.0,0.999969482421875
0.088653564453125,-1.0,0.999969482421875
0.088653564453125,-1.0,0.999969482421875
0.088653564453125,-1.0,0.999969482421875
0.088653564453125,-1.0,0.999969482421875
0.088653564453125,-1.0,0.999969482421875
0.088623046875,-1.0,0.999969482421875
0.088592529296875,-1.0,0.999969482421875
0.0885009765625,-1.0,0.999969482421875
0.0885009765625,-1.0,0.999969482421875
0.0885009765625,-1.0,0.999969482421875
0.088470458984375,-1.0,0.999969482421875
0.088470458984375,-1.0,0.999969482421875
0.08837890625,-1.0,0.999969482421875
0.08837890625,-1.0,0.999969482421875
0.08837890625,-1.0,0.999969482421875
0.088348388671875,-1.0,0.999969482421875
0.088348388671875,-1.0,0.999969482421875
0.088348388671875,-1.0,0.999969482421875
0.0882568359375,-1.0,0.999969482421875
0.0882568359375,-1.0,0.999969482421875
0.0882568359375,-1.0,0.999969482421875
0.0882568359375,-1.0,0.999969482421875
0.0882568359375,-1.0,0.999969482421875
0.088226318359375,-1.0,0.999969482421875
0.088226318359375,-1.0,0.999969482421875
0.088226318359375,-1.0,0.999969482421875
0.088226318359375,-1.0,0.999969482421875
0.088226318359375,-1.0,0.999969482421875
0.088134765625,-1.0,0.999969482421875
0.088134765625,-1.0,0.999969482421875
0.088134765625,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
0.08807373046875,-1.0,0.999969482421875
