조향각,엑셀,브레이크
-0.00079345703125,0.999969482421875,0.999969482421875
-0.000762939453125,0.999969482421875,0.999969482421875
-0.000762939453125,0.999969482421875,0.999969482421875
-0.000762939453125,0.999969482421875,0.999969482421875
-0.000732421875,0.999969482421875,0.999969482421875
-0.000732421875,0.999969482421875,0.999969482421875
-0.0006103515625,0.999969482421875,0.999969482421875
-0.000579833984375,0.999969482421875,0.999969482421875
-0.000579833984375,0.999969482421875,0.999969482421875
-0.00054931640625,0.999969482421875,0.999969482421875
-0.00054931640625,0.999969482421875,0.999969482421875
-0.000518798828125,0.999969482421875,0.999969482421875
-0.000396728515625,0.999969482421875,0.999969482421875
-0.000396728515625,0.999969482421875,0.999969482421875
-0.0003662109375,0.999969482421875,0.999969482421875
-0.000335693359375,0.999969482421875,0.999969482421875
-0.000335693359375,0.999969482421875,0.999969482421875
-0.00018310546875,0.999969482421875,0.999969482421875
-0.000152587890625,0.999969482421875,0.999969482421875
-0.0001220703125,0.999969482421875,0.999969482421875
-3.0517578125e-05,0.999969482421875,0.999969482421875
9.1552734375e-05,0.999969482421875,0.999969482421875
0.0001220703125,0.999969482421875,0.999969482421875
0.000274658203125,0.999969482421875,0.999969482421875
0.000274658203125,0.999969482421875,0.999969482421875
0.000335693359375,0.999969482421875,0.999969482421875
0.00048828125,0.999969482421875,0.999969482421875
0.00048828125,0.999969482421875,0.999969482421875
0.000518798828125,0.999969482421875,0.999969482421875
0.00067138671875,0.999969482421875,0.999969482421875
0.000732421875,0.999969482421875,0.999969482421875
0.00189208984375,0.999969482421875,0.999969482421875
0.001922607421875,0.999969482421875,0.999969482421875
0.001953125,0.999969482421875,0.999969482421875
0.00213623046875,0.999969482421875,0.999969482421875
0.002349853515625,0.999969482421875,0.999969482421875
0.002471923828125,0.999969482421875,0.999969482421875
0.00250244140625,0.999969482421875,0.999969482421875
0.002655029296875,0.999969482421875,0.999969482421875
0.002685546875,0.999969482421875,0.999969482421875
0.002716064453125,0.999969482421875,0.999969482421875
0.002716064453125,0.999969482421875,0.999969482421875
0.002899169921875,0.999969482421875,0.999969482421875
0.0029296875,0.999969482421875,0.999969482421875
0.002960205078125,0.999969482421875,0.999969482421875
0.003082275390625,0.999969482421875,0.999969482421875
0.00311279296875,0.999969482421875,0.999969482421875
0.003143310546875,0.999969482421875,0.999969482421875
0.003265380859375,0.999969482421875,0.999969482421875
0.0032958984375,0.999969482421875,0.999969482421875
0.003326416015625,0.999969482421875,0.999969482421875
0.00335693359375,0.999969482421875,0.999969482421875
0.003448486328125,0.999969482421875,0.999969482421875
0.00347900390625,0.999969482421875,0.999969482421875
0.003509521484375,0.999969482421875,0.999969482421875
0.0035400390625,0.999969482421875,0.999969482421875
0.003662109375,0.999969482421875,0.999969482421875
0.003662109375,0.999969482421875,0.999969482421875
0.003692626953125,0.999969482421875,0.999969482421875
0.003692626953125,0.999969482421875,0.999969482421875
0.00372314453125,0.999969482421875,0.999969482421875
0.00372314453125,0.999969482421875,0.999969482421875
0.00372314453125,0.999969482421875,0.999969482421875
0.00372314453125,0.999969482421875,0.999969482421875
0.003753662109375,0.999969482421875,0.999969482421875
0.003753662109375,0.999969482421875,0.999969482421875
0.00384521484375,0.999969482421875,0.999969482421875
0.00384521484375,0.999969482421875,0.999969482421875
0.00384521484375,0.999969482421875,0.999969482421875
0.00384521484375,0.999969482421875,0.999969482421875
0.00384521484375,0.999969482421875,0.999969482421875
0.00372314453125,0.999969482421875,0.999969482421875
0.00372314453125,0.999969482421875,0.999969482421875
0.00372314453125,0.999969482421875,0.999969482421875
0.00372314453125,0.999969482421875,0.999969482421875
0.00372314453125,0.999969482421875,0.999969482421875
