No,Machine,Point,Temp,Createtime
3267734,2,C,16,2023-09-25 14:31:50
3267733,2,C,15.3,2023-09-25 14:31:49
3267732,2,C,14.1,2023-09-25 14:31:48
3267731,2,C,12,2023-09-25 14:31:47
3267730,2,C,12.7,2023-09-25 14:31:46
3267729,2,C,14,2023-09-25 14:31:44
3267728,2,C,13.4,2023-09-25 14:31:43
3267727,2,C,12.5,2023-09-25 14:31:42
3267726,2,C,16.3,2023-09-25 14:31:41
3267725,2,C,11.3,2023-09-25 14:31:40
3267724,2,C,11.9,2023-09-25 14:31:38
3267723,2,C,18.4,2023-09-25 14:31:37
3267722,2,C,10.2,2023-09-25 14:31:36
3267721,2,C,17.1,2023-09-25 14:31:35
3267720,2,C,11.1,2023-09-25 14:31:34
3267719,2,C,14.8,2023-09-25 14:31:32
3267718,2,C,10.7,2023-09-25 14:31:31
3267717,2,C,11.4,2023-09-25 14:31:30
3267716,2,C,18.7,2023-09-25 14:31:29
3267715,2,C,14.8,2023-09-25 14:31:28
3267714,2,C,11.7,2023-09-25 14:31:26
3267713,2,C,16.2,2023-09-25 14:31:25
3267712,2,C,15,2023-09-25 14:31:24
3267711,2,C,29.8,2023-09-25 14:31:23
3267710,2,C,13.1,2023-09-25 14:31:22
3267709,2,C,14,2023-09-25 14:31:20
3267708,2,C,12.2,2023-09-25 14:31:19
3267707,2,C,14.2,2023-09-25 14:31:18
3267706,2,C,14,2023-09-25 14:31:17
3267705,2,C,11.1,2023-09-25 14:31:16
3267704,2,C,16.1,2023-09-25 14:31:14
3267703,2,C,11.8,2023-09-25 14:31:13
3267702,2,C,14.7,2023-09-25 14:31:12
3267701,2,C,12.2,2023-09-25 14:31:11
3267700,2,C,17.8,2023-09-25 14:31:10
3267699,2,C,12.4,2023-09-25 14:31:09
3267698,2,C,16.6,2023-09-25 14:31:07
3267697,2,C,15,2023-09-25 14:31:06
3267696,2,C,14.3,2023-09-25 14:31:05
3267695,2,C,13.7,2023-09-25 14:31:04
3267694,2,C,9.7,2023-09-25 14:31:02
3267693,2,C,5.8,2023-09-25 14:31:01
3267692,2,C,10.3,2023-09-25 14:31:00
3267691,2,C,7.6,2023-09-25 14:30:58
3267690,2,C,12.7,2023-09-25 14:30:57
3267689,2,C,14.8,2023-09-25 14:30:56
3267688,2,C,13.2,2023-09-25 14:30:55
3267687,2,C,16.8,2023-09-25 14:30:54
3267686,2,C,14.7,2023-09-25 14:30:52
3267685,2,C,15.4,2023-09-25 14:30:51
3267684,2,C,14.2,2023-09-25 14:30:50
3267683,2,C,14.6,2023-09-25 14:30:49
3267682,2,C,13.3,2023-09-25 14:30:47
3267681,2,C,12,2023-09-25 14:30:46
3267680,2,C,12.3,2023-09-25 14:30:45
3267679,2,C,13.9,2023-09-25 14:30:44
3267678,2,C,11.5,2023-09-25 14:30:42
3267677,2,C,9.4,2023-09-25 14:30:41
3267676,2,C,13.1,2023-09-25 14:30:40
3267675,2,C,11.2,2023-09-25 14:30:39
3267674,2,C,14.4,2023-09-25 14:30:38
3267673,2,C,12.3,2023-09-25 14:30:36
3267672,2,C,10.1,2023-09-25 14:30:35
3267671,2,C,12.8,2023-09-25 14:28:12
3267670,2,C,18,2023-09-25 14:23:25
3267526,2,C,13.1,2023-09-25 14:17:35
3267524,2,C,11.6,2023-09-25 14:17:34
3267522,2,C,8.4,2023-09-25 14:17:33
3267520,2,C,1.9,2023-09-25 14:17:32
3267518,2,C,5,2023-09-25 14:17:31
3267516,2,C,11.2,2023-09-25 14:17:30
3267514,2,C,7,2023-09-25 14:17:29
3267512,2,C,6.2,2023-09-25 14:17:27
3267510,2,C,5.7,2023-09-25 14:17:26
3267508,2,C,4,2023-09-25 14:17:25
3267506,2,C,7.7,2023-09-25 14:17:24
3267504,2,C,7.3,2023-09-25 14:17:23
3267502,2,C,7.7,2023-09-25 14:17:21
3267500,2,C,10.7,2023-09-25 14:17:20
3267498,2,C,7.9,2023-09-25 14:17:19
3267496,2,C,5,2023-09-25 14:17:18
3267495,2,C,9.1,2023-09-25 14:17:17
3267494,2,C,4.8,2023-09-25 14:17:16
3267493,2,C,11.2,2023-09-25 14:17:15
3267492,2,C,11.1,2023-09-25 14:17:13
3267491,2,C,6.8,2023-09-25 14:17:12
3267490,2,C,11.6,2023-09-25 14:17:11
3267489,2,C,10.7,2023-09-25 14:17:10
3267488,2,C,12.5,2023-09-25 14:17:09
3267487,2,C,14.2,2023-09-25 14:17:08
3267486,2,C,11.5,2023-09-25 14:17:06
3267485,2,C,8.3,2023-09-25 14:17:05
3267484,2,C,11,2023-09-25 14:17:04
3267483,2,C,10,2023-09-25 14:17:03
3267482,2,C,8.7,2023-09-25 14:17:02
3267481,2,C,6.8,2023-09-25 14:17:01
3267480,2,C,9.2,2023-09-25 14:17:00
3267479,2,C,9.5,2023-09-25 14:16:58
3267478,2,C,8.5,2023-09-25 14:16:57
3267477,2,C,1.1,2023-09-25 14:16:56
3267476,2,C,7.5,2023-09-25 14:16:55
3267475,2,C,5.5,2023-09-25 14:16:54
3267474,2,C,9.7,2023-09-25 14:16:52
3267473,2,C,11.7,2023-09-25 14:16:51
3267472,2,C,4.8,2023-09-25 14:16:50
3267471,2,C,10.5,2023-09-25 14:16:49
3267470,2,C,11.8,2023-09-25 14:16:48
3267469,2,C,11.3,2023-09-25 14:16:47
3267468,2,C,8.4,2023-09-25 14:16:45
3267467,2,C,12.3,2023-09-25 14:16:44
3267466,2,C,8.9,2023-09-25 14:16:43
3267465,2,C,11.4,2023-09-25 14:16:42
3267464,2,C,8.5,2023-09-25 14:16:41
3267463,2,C,8.6,2023-09-25 14:16:40
3267462,2,C,9.6,2023-09-25 14:16:38
3267461,2,C,13.9,2023-09-25 14:16:37
3267460,2,C,5.8,2023-09-25 14:16:36
3267459,2,C,7.3,2023-09-25 14:16:35
3267458,2,C,12.6,2023-09-25 14:16:34
3267457,2,C,7.4,2023-09-25 14:16:33
3267456,2,C,16.6,2023-09-25 14:16:31
3267455,2,C,7.3,2023-09-25 14:16:30
3267454,2,C,14.8,2023-09-25 14:16:29
3267453,2,C,11.6,2023-09-25 14:16:28
3267452,2,C,10.2,2023-09-25 14:16:27
3267451,2,C,4.8,2023-09-25 14:16:26
3267450,2,C,8.4,2023-09-25 14:16:24
3267449,2,C,9.2,2023-09-25 14:16:23
3267448,2,C,7.9,2023-09-25 14:16:22
3267447,2,C,9,2023-09-25 14:16:21
3267446,2,C,10.4,2023-09-25 14:16:20
3267445,2,C,12.1,2023-09-25 14:16:18
3267444,2,C,10.3,2023-09-25 14:16:17
3267443,2,C,9.8,2023-09-25 14:16:16
3267442,2,C,8.7,2023-09-25 14:16:15
3267441,2,C,10.2,2023-09-25 14:16:14
3267440,2,C,10.4,2023-09-25 14:16:13
3267439,2,C,5.1,2023-09-25 14:16:12
3267438,2,C,10.8,2023-09-25 14:16:10
3267437,2,C,14.3,2023-09-25 14:16:09
3267436,2,C,12.9,2023-09-25 14:16:08
3267434,2,C,7.4,2023-09-25 14:16:07
3267432,2,C,8.5,2023-09-25 14:16:06
3267430,2,C,8.8,2023-09-25 14:16:05
3267428,2,C,15,2023-09-25 14:16:03
3267427,2,C,8.6,2023-09-25 14:16:02
3267425,2,C,10.4,2023-09-25 14:16:01
3267423,2,C,8.8,2023-09-25 14:16:00
3267422,2,C,125.7,2023-09-25 14:15:59
3267421,2,C,207.3,2023-09-25 14:15:58
3267420,2,C,29.8,2023-09-25 14:15:57
3267419,2,C,112.4,2023-09-25 14:15:55
3267418,2,C,131,2023-09-25 14:15:54
3267417,2,C,214.5,2023-09-25 14:15:53
3267416,2,C,151.5,2023-09-25 14:15:52
3267415,2,C,4.5,2023-09-25 14:15:51
3267414,2,C,9.2,2023-09-25 14:15:50
3267413,2,C,12.8,2023-09-25 14:15:48
3267412,2,C,12,2023-09-25 14:15:47
3267411,2,C,11.5,2023-09-25 14:15:46
3267410,2,C,8.6,2023-09-25 14:15:45
3267409,2,C,2.9,2023-09-25 14:15:44
3267408,2,C,9,2023-09-25 14:15:42
3267407,2,C,9,2023-09-25 14:15:41
3267406,2,C,11.7,2023-09-25 14:15:40
3267405,2,C,5.7,2023-09-25 14:15:39
3267404,2,C,10.3,2023-09-25 14:15:38
3267403,2,C,9.3,2023-09-25 14:15:36
3267402,2,C,7.8,2023-09-25 14:15:35
3267401,2,C,11.7,2023-09-25 14:15:34
3267400,2,C,9.3,2023-09-25 14:15:33
3267399,2,C,11.8,2023-09-25 14:15:32
3267398,2,C,5.6,2023-09-25 14:15:30
3267397,2,C,15.4,2023-09-25 14:15:29
3267396,2,C,10.4,2023-09-25 14:15:28
3267395,2,C,7.1,2023-09-25 14:15:27
3267394,2,C,9,2023-09-25 14:15:26
3267393,2,C,7.7,2023-09-25 14:15:25
3267392,2,C,7.6,2023-09-25 14:15:23
3267391,2,C,5.7,2023-09-25 14:15:22
3267390,2,C,11.5,2023-09-25 14:15:21
3267389,2,C,8.7,2023-09-25 14:15:20
3267387,2,C,11.7,2023-09-25 14:15:19
3267385,2,C,7.2,2023-09-25 14:15:18
3267383,2,C,16.1,2023-09-25 14:15:16
3267381,2,C,7.3,2023-09-25 14:15:15
3267379,2,C,12.8,2023-09-25 14:15:14
3267378,2,C,9.3,2023-09-25 14:15:13
3267376,2,C,6.4,2023-09-25 14:15:12
3267374,2,C,9.3,2023-09-25 14:15:10
3267373,2,C,5.9,2023-09-25 14:15:09
3267372,2,C,10.3,2023-09-25 14:15:08
3267371,2,C,10.6,2023-09-25 14:15:07
3267370,2,C,10.4,2023-09-25 14:15:06
3267364,2,C,15.7,2023-09-25 14:12:45
3267363,2,C,11.8,2023-09-25 14:12:43
3267362,2,C,8.6,2023-09-25 14:12:42
3267361,2,C,11.8,2023-09-25 14:12:40
3267360,2,C,10.1,2023-09-25 14:12:37
3267359,2,C,12.5,2023-09-25 14:12:35
3267357,2,C,10,2023-09-25 14:12:33
3267355,2,C,10.3,2023-09-25 14:12:32
3267353,2,C,12.2,2023-09-25 14:12:30
3267351,2,C,13.6,2023-09-25 14:12:29
3267349,2,C,10.4,2023-09-25 14:12:28
3267347,2,C,7.9,2023-09-25 14:12:27
3267345,2,C,11,2023-09-25 14:12:25
3267343,2,C,12.4,2023-09-25 14:12:24
3267341,2,C,12.5,2023-09-25 14:12:23
3267339,2,C,11.4,2023-09-25 14:12:21
3267338,2,C,14,2023-09-25 14:12:20
3267336,2,C,13.3,2023-09-25 14:12:19
3267334,2,C,15.2,2023-09-25 14:12:18
3267332,2,C,13.6,2023-09-25 14:12:16
3267330,2,C,13,2023-09-25 14:12:15
3267328,2,C,12.8,2023-09-25 14:12:14
3267326,2,C,12.6,2023-09-25 14:12:13
3267324,2,C,14.5,2023-09-25 14:12:12
3267322,2,C,13.6,2023-09-25 14:12:11
3267320,2,C,13.4,2023-09-25 14:12:09
3267318,2,C,1.1,2023-09-25 14:12:08
3267316,2,C,12.5,2023-09-25 14:12:07
3267314,2,C,13.5,2023-09-25 14:12:06
3267312,2,C,13.4,2023-09-25 14:12:05
3267310,2,C,9.4,2023-09-25 14:12:04
3267308,2,C,16.9,2023-09-25 14:12:02
3267306,2,C,6.8,2023-09-25 14:12:01
3267304,2,C,11.1,2023-09-25 14:12:00
3267302,2,C,8.5,2023-09-25 14:11:59
3267300,2,C,11,2023-09-25 14:11:58
3267298,2,C,10.9,2023-09-25 14:11:56
3267296,2,C,12.3,2023-09-25 14:11:55
3267295,2,C,10,2023-09-25 14:11:54
3267294,2,C,10.5,2023-09-25 14:11:53
3267293,2,C,13.5,2023-09-25 14:11:52
3267292,2,C,72.2,2023-09-25 14:11:51
3267291,2,C,14.5,2023-09-25 14:11:50
3267290,2,C,11.3,2023-09-25 14:11:48
3267289,2,C,11.1,2023-09-25 14:11:47
3267288,2,C,11,2023-09-25 14:11:46
3267287,2,C,8.1,2023-09-25 14:11:45
3267286,2,C,9.5,2023-09-25 14:11:44
3267285,2,C,11.2,2023-09-25 14:11:42
3267283,2,C,11.9,2023-09-25 14:11:41
3267281,2,C,6.7,2023-09-25 14:11:40
3267279,2,C,11.7,2023-09-25 14:11:39
3267277,2,C,11.7,2023-09-25 14:11:38
3267276,2,C,16.3,2023-09-25 14:11:37
3267273,2,C,14.4,2023-09-25 14:11:35
3267271,2,C,15.9,2023-09-25 14:11:34
3267269,2,C,8.3,2023-09-25 14:11:33
3267267,2,C,10.1,2023-09-25 14:11:32
3267265,2,C,7,2023-09-25 14:11:30
3267263,2,C,15,2023-09-25 14:11:29
3267261,2,C,15.8,2023-09-25 14:11:28
3267259,2,C,13.1,2023-09-25 14:11:27
3267257,2,C,13.4,2023-09-25 14:11:25
3267255,2,C,17.2,2023-09-25 14:11:24
3267253,2,C,9.4,2023-09-25 14:11:23
3267251,2,C,15.9,2023-09-25 14:11:22
3267249,2,C,15,2023-09-25 14:11:21
3267248,2,C,14.1,2023-09-25 14:11:20
3267245,2,C,16.4,2023-09-25 14:11:18
3267243,2,C,9.4,2023-09-25 14:11:17
3267241,2,C,9.2,2023-09-25 14:11:16
3267239,2,C,13.6,2023-09-25 14:11:15
3267237,2,C,11.5,2023-09-25 14:11:14
3267235,2,C,11.5,2023-09-25 14:11:12
3267233,2,C,9.9,2023-09-25 14:11:11
3267231,2,C,12.1,2023-09-25 14:11:10
3267229,2,C,8.9,2023-09-25 14:11:09
3267227,2,C,12.8,2023-09-25 14:11:08
3267225,2,C,12.3,2023-09-25 14:11:07
3267223,2,C,12.5,2023-09-25 14:11:05
3267221,2,C,10.2,2023-09-25 14:11:04
3267219,2,C,9.4,2023-09-25 14:11:03
3267217,2,C,15.3,2023-09-25 14:11:02
3267215,2,C,10.7,2023-09-25 14:11:01
3267214,2,C,9.3,2023-09-25 14:11:00
3267211,2,C,12,2023-09-25 14:10:58
3267210,2,C,9,2023-09-25 14:10:57
3267207,2,C,13.6,2023-09-25 14:10:56
3267205,2,C,13.8,2023-09-25 14:10:55
3267203,2,C,7.3,2023-09-25 14:10:54
3267201,2,C,10,2023-09-25 14:10:52
3267199,2,C,14,2023-09-25 14:10:51
3267197,2,C,8,2023-09-25 14:10:50
3267196,2,C,14,2023-09-25 14:10:49
3267193,2,C,10,2023-09-25 14:10:48
3267192,2,C,12.8,2023-09-25 14:10:46
3267189,2,C,13.2,2023-09-25 14:10:45
3267187,2,C,13.6,2023-09-25 14:10:44
3267185,2,C,13.7,2023-09-25 14:10:43
3267183,2,C,10.8,2023-09-25 14:10:42
3267181,2,C,9.9,2023-09-25 14:10:40
3267179,2,C,10,2023-09-25 14:10:39
3267177,2,C,18.9,2023-09-25 14:10:38
3267175,2,C,13.5,2023-09-25 14:10:37
3267173,2,C,15.2,2023-09-25 14:10:36
3267172,2,C,10.9,2023-09-25 14:10:34
3267169,2,C,12,2023-09-25 14:10:33
3267167,2,C,7.7,2023-09-25 14:10:32
3267165,2,C,8.4,2023-09-25 14:10:31
3267163,2,C,12.4,2023-09-25 14:10:30
3267161,2,C,11.9,2023-09-25 14:10:28
3267159,2,C,12.4,2023-09-25 14:10:27
3267157,2,C,12.8,2023-09-25 14:10:26
3267155,2,C,10.5,2023-09-25 14:10:25
3267153,2,C,7.2,2023-09-25 14:10:24
3267151,2,C,12.2,2023-09-25 14:10:22
3267149,2,C,17.3,2023-09-25 14:10:21
3267147,2,C,12.5,2023-09-25 14:10:20
3267145,2,C,31.3,2023-09-25 14:10:19
3267143,2,C,33.9,2023-09-25 14:10:18
3267141,2,C,77.9,2023-09-25 14:10:16
3267139,2,C,77.1,2023-09-25 14:10:15
3267137,2,C,77.4,2023-09-25 14:10:14
3267135,2,C,78.8,2023-09-25 14:10:13
3267133,2,C,78.5,2023-09-25 14:10:12
3267131,2,C,76.7,2023-09-25 14:10:10
3267129,2,C,76.4,2023-09-25 14:10:09
3267127,2,C,76.5,2023-09-25 14:10:08
3267125,2,C,76,2023-09-25 14:10:07
3267123,2,C,76.3,2023-09-25 14:10:06
3267121,2,C,78.7,2023-09-25 14:10:05
3267119,2,C,78.4,2023-09-25 14:10:03
3267117,2,C,75.9,2023-09-25 14:10:02
3267115,2,C,75.3,2023-09-25 14:10:01
3267113,2,C,75.7,2023-09-25 14:10:00
3267111,2,C,75.6,2023-09-25 14:09:59
3267109,2,C,76.1,2023-09-25 14:09:57
3267107,2,C,73.6,2023-09-25 14:09:56
3267105,2,C,76,2023-09-25 14:09:55
3267103,2,C,34.1,2023-09-25 14:09:54
3267101,2,C,29.2,2023-09-25 14:09:53
3267099,2,C,31.6,2023-09-25 14:09:51
3266904,2,C,19.4,2023-09-25 14:01:55
3266902,2,C,15.7,2023-09-25 14:01:53
3266900,2,C,18,2023-09-25 14:01:52
3266898,2,C,19.2,2023-09-25 14:01:51
3266896,2,C,18.5,2023-09-25 14:01:50
3266894,2,C,19.6,2023-09-25 14:01:49
3266893,2,C,15.6,2023-09-25 14:01:47
3266891,2,C,17.2,2023-09-25 14:01:46
3266889,2,C,18.4,2023-09-25 14:01:45
3266887,2,C,18.9,2023-09-25 14:01:44
3266885,2,C,19.5,2023-09-25 14:01:42
3266883,2,C,21.4,2023-09-25 14:01:41
3266881,2,C,20,2023-09-25 14:01:40
3266879,2,C,17.8,2023-09-25 14:01:39
3266877,2,C,18.1,2023-09-25 14:01:37
3266875,2,C,20,2023-09-25 14:01:36
3266873,2,C,18.5,2023-09-25 14:01:35
3266871,2,C,18,2023-09-25 14:01:34
3266869,2,C,21.5,2023-09-25 14:01:33
3266867,2,C,19.7,2023-09-25 14:01:31
3266865,2,C,21.8,2023-09-25 14:01:30
3266863,2,C,16.4,2023-09-25 14:01:29
3266861,2,C,16.7,2023-09-25 14:01:28
3266859,2,C,17.7,2023-09-25 14:01:27
3266857,2,C,14.1,2023-09-25 14:01:25
3266855,2,C,11.3,2023-09-25 14:01:24
3266853,2,C,16.3,2023-09-25 14:01:23
3266851,2,C,17.5,2023-09-25 14:01:22
3266849,2,C,19.7,2023-09-25 14:01:20
3266847,2,C,21.7,2023-09-25 14:01:19
3266845,2,C,16.4,2023-09-25 14:01:18
3266843,2,C,16.8,2023-09-25 14:01:17
3266841,2,C,21.6,2023-09-25 14:01:15
3266839,2,C,21.4,2023-09-25 14:01:14
3266836,2,C,19.3,2023-09-25 14:01:12
3266834,2,C,21.5,2023-09-25 14:01:11
3266832,2,C,20.5,2023-09-25 14:01:10
3266830,2,C,20.7,2023-09-25 14:01:09
3266828,2,C,17.4,2023-09-25 14:01:07
3266826,2,C,18.2,2023-09-25 14:01:06
3266824,2,C,18.9,2023-09-25 14:01:05
3266822,2,C,24.7,2023-09-25 14:01:04
3266820,2,C,17.2,2023-09-25 14:01:02
3266818,2,C,20.6,2023-09-25 14:01:00
3266816,2,C,17.2,2023-09-25 14:00:59
3266814,2,C,19.3,2023-09-25 14:00:58
3266812,2,C,17.5,2023-09-25 14:00:57
3266810,2,C,20.6,2023-09-25 14:00:55
3266809,2,C,19.3,2023-09-25 14:00:54
3266808,2,C,19.6,2023-09-25 14:00:53
3266807,2,C,23.5,2023-09-25 14:00:52
3266806,2,C,20,2023-09-25 14:00:51
3266805,2,C,19.8,2023-09-25 14:00:50
3266804,2,C,16.6,2023-09-25 14:00:48
3266803,2,C,19.7,2023-09-25 14:00:47
3266802,2,C,16.2,2023-09-25 14:00:46
3266801,2,C,18.4,2023-09-25 14:00:45
3266800,2,C,22.4,2023-09-25 14:00:44
3266799,2,C,24.9,2023-09-25 14:00:43
3266798,2,C,16.6,2023-09-25 14:00:41
3266797,2,C,18.3,2023-09-25 14:00:40
3266796,2,C,17,2023-09-25 14:00:39
3266795,2,C,21.4,2023-09-25 14:00:38
3266794,2,C,17.1,2023-09-25 14:00:37
3266793,2,C,17.4,2023-09-25 14:00:35
3266792,2,C,19.7,2023-09-25 14:00:34
3266791,2,C,17.4,2023-09-25 14:00:33
3266790,2,C,20.1,2023-09-25 14:00:32
3266789,2,C,19.5,2023-09-25 14:00:31
3266788,2,C,19.2,2023-09-25 14:00:29
3266787,2,C,15.9,2023-09-25 14:00:28
3266786,2,C,18.1,2023-09-25 14:00:27
3266785,2,C,21.3,2023-09-25 14:00:26
3266784,2,C,24.7,2023-09-25 14:00:24
3266783,2,C,20.3,2023-09-25 14:00:23
3266782,2,C,18,2023-09-25 14:00:22
3266781,2,C,20.6,2023-09-25 14:00:20
3266780,2,C,23,2023-09-25 14:00:19
3266779,2,C,18.1,2023-09-25 14:00:18
3266778,2,C,16,2023-09-25 14:00:17
3266777,2,C,18.9,2023-09-25 14:00:15
3266776,2,C,21.5,2023-09-25 14:00:14
3266775,2,C,23.8,2023-09-25 14:00:13
3266774,2,C,21.4,2023-09-25 14:00:12
3266773,2,C,23.2,2023-09-25 14:00:11
3266772,2,C,22.3,2023-09-25 14:00:09
3266771,2,C,21.7,2023-09-25 14:00:08
3266770,2,C,19.6,2023-09-25 14:00:07
3266769,2,C,22,2023-09-25 14:00:06
3266768,2,C,13.9,2023-09-25 14:00:04
3266767,2,C,20.8,2023-09-25 14:00:03
3266766,2,C,21,2023-09-25 14:00:02
3266765,2,C,18.3,2023-09-25 14:00:01
3266764,2,C,19.7,2023-09-25 13:59:59
3266763,2,C,25.2,2023-09-25 13:59:58
3266762,2,C,22,2023-09-25 13:59:57
3266761,2,C,20.4,2023-09-25 13:59:56
3266760,2,C,22.6,2023-09-25 13:59:54
3266759,2,C,15.7,2023-09-25 13:59:53
3266758,2,C,17.4,2023-09-25 13:59:52
3266757,2,C,18.8,2023-09-25 13:59:50
3266756,2,C,20.2,2023-09-25 13:59:49
3266755,2,C,21.3,2023-09-25 13:59:48
3266754,2,C,15.4,2023-09-25 13:59:47
3266753,2,C,21.2,2023-09-25 13:59:46
3266752,2,C,21.2,2023-09-25 13:59:44
3266751,2,C,18.9,2023-09-25 13:59:43
3266750,2,C,19.5,2023-09-25 13:59:42
3266749,2,C,20.8,2023-09-25 13:59:40
3266748,2,C,11.8,2023-09-25 13:59:39
3266747,2,C,19.4,2023-09-25 13:59:38
3266746,2,C,16.5,2023-09-25 13:59:37
3266745,2,C,20.9,2023-09-25 13:59:35
3266744,2,C,23.7,2023-09-25 13:59:34
3266743,2,C,20.7,2023-09-25 13:59:33
3266742,2,C,18,2023-09-25 13:59:32
3266741,2,C,22.5,2023-09-25 13:59:30
3266740,2,C,18.8,2023-09-25 13:59:29
3266739,2,C,20.3,2023-09-25 13:59:28
3266738,2,C,15.8,2023-09-25 13:59:27
3266737,2,C,20.6,2023-09-25 13:59:25
3266736,2,C,18.4,2023-09-25 13:59:24
3266735,2,C,16.4,2023-09-25 13:59:23
3266734,2,C,23.1,2023-09-25 13:59:22
3266733,2,C,22.8,2023-09-25 13:59:20
3266732,2,C,19.9,2023-09-25 13:59:19
3266731,2,C,20.1,2023-09-25 13:59:18
3266730,2,C,21.9,2023-09-25 13:59:17
3266729,2,C,16.4,2023-09-25 16:42:18
3266728,2,C,16.6,2023-09-25 16:42:16
3266727,2,C,17.7,2023-09-25 16:42:15
3266726,2,C,17.4,2023-09-25 16:42:14
3266725,2,C,13.9,2023-09-25 16:42:13
3266724,2,C,14.6,2023-09-25 16:42:11
3266723,2,C,12.4,2023-09-25 16:42:10
3266722,2,C,11.5,2023-09-25 16:42:09
3266721,2,C,14.9,2023-09-25 16:42:08
3266720,2,C,13.8,2023-09-25 16:42:06
3266719,2,C,59.6,2023-09-25 16:42:05
3266718,2,C,59.9,2023-09-25 16:42:04
3266717,2,C,8.9,2023-09-25 16:42:03
3266716,2,C,11,2023-09-25 16:42:01
3266715,2,C,44.7,2023-09-25 16:42:00
3266714,2,C,44.2,2023-09-25 16:41:59
3266713,2,C,17.9,2023-09-25 16:41:58
3266712,2,C,15.1,2023-09-25 16:41:57
3266711,2,C,12.5,2023-09-25 16:41:55
3266710,2,C,11.9,2023-09-25 16:41:54
3266709,2,C,17.6,2023-09-25 16:41:53
3266708,2,C,16.3,2023-09-25 16:41:52
3266707,2,C,16,2023-09-25 16:41:51
3266706,2,C,15.6,2023-09-25 16:41:49
3266705,2,C,15.8,2023-09-25 16:41:48
3266704,2,C,19.1,2023-09-25 16:41:47
3266703,2,C,13.4,2023-09-25 16:41:46
3266702,2,C,14.4,2023-09-25 16:41:44
3266701,2,C,13.6,2023-09-25 16:41:43
3266700,2,C,13,2023-09-25 16:41:41
3266699,2,C,17.7,2023-09-25 16:41:40
3266698,2,C,16.8,2023-09-25 16:41:39
3266697,2,C,13,2023-09-25 16:37:03
3266696,2,C,11.1,2023-09-25 16:37:02
3266695,2,C,17.2,2023-09-25 16:37:00
3266694,2,C,17.4,2023-09-25 16:36:59
3266693,2,C,18,2023-09-25 16:36:58
3266692,2,C,17.7,2023-09-25 16:36:57
3266691,2,C,21.1,2023-09-25 16:36:56
3266690,2,C,21.8,2023-09-25 16:36:55
3266689,2,C,20.1,2023-09-25 16:36:53
3266688,2,C,19.1,2023-09-25 16:36:52
3266687,2,C,13.5,2023-09-25 16:36:51
3266686,2,C,13.6,2023-09-25 16:36:50
3266685,2,C,18.9,2023-09-25 16:36:49
3266684,2,C,19.4,2023-09-25 16:36:48
3266683,2,C,18.9,2023-09-25 16:36:46
3266682,2,C,17.1,2023-09-25 16:36:45
3266681,2,C,17.1,2023-09-25 16:36:44
3266680,2,C,17.1,2023-09-25 16:36:43
3266679,2,C,15.1,2023-09-25 16:36:41
3266678,2,C,15,2023-09-25 16:36:40
3266677,2,C,21.9,2023-09-25 16:36:39
3266676,2,C,21,2023-09-25 16:36:38
3266675,2,C,22.5,2023-09-25 16:36:36
3266674,2,C,22.3,2023-09-25 16:36:35
3266673,2,C,17.5,2023-09-25 16:36:34
3266672,2,C,17.6,2023-09-25 16:36:33
3266671,2,C,19.3,2023-09-25 16:36:31
3266670,2,C,18.4,2023-09-25 16:36:30
3266669,2,C,18.1,2023-09-25 16:36:29
3266668,2,C,17.4,2023-09-25 16:36:27
3266667,2,C,15.7,2023-09-25 16:36:26
3266666,2,C,13.8,2023-09-25 16:36:25
3266665,2,C,18.3,2023-09-25 16:36:23
3266664,2,C,17.7,2023-09-25 16:36:22
3266663,2,C,19.3,2023-09-25 16:36:20
3266662,2,C,19.7,2023-09-25 16:36:19
3266661,2,C,16.3,2023-09-25 16:36:18
3266660,2,C,17.3,2023-09-25 16:36:17
3266659,2,C,15.5,2023-09-25 16:36:15
3266658,2,C,15.8,2023-09-25 16:36:14
3266657,2,C,19.8,2023-09-25 16:36:13
3266656,2,C,21.9,2023-09-25 16:36:11
3266655,2,C,20.9,2023-09-25 16:36:10
3266654,2,C,19.7,2023-09-25 16:36:09
3266653,2,C,12.6,2023-09-25 16:36:08
3266652,2,C,13.5,2023-09-25 16:36:06
3266651,2,C,17.3,2023-09-25 16:36:05
3266650,2,C,17.6,2023-09-25 16:36:04
3266649,2,C,14.1,2023-09-25 16:36:02
3266648,2,C,17.4,2023-09-25 16:36:01
3266647,2,C,19,2023-09-25 16:36:00
3266646,2,C,17.8,2023-09-25 16:35:58
3266645,2,C,16.2,2023-09-25 16:35:57
3266644,2,C,17.5,2023-09-25 16:35:56
3266643,2,C,19.7,2023-09-25 16:35:55
3266642,2,C,19.3,2023-09-25 16:35:54
3266641,2,C,19.5,2023-09-25 16:35:52
3266640,2,C,20.1,2023-09-25 16:35:51
3266639,2,C,14.1,2023-09-25 16:35:50
3266638,2,C,16.2,2023-09-25 16:35:48
3266637,2,C,21.1,2023-09-25 16:35:47
3266636,2,C,21.1,2023-09-25 16:35:46
3266635,2,C,18.6,2023-09-25 16:35:45
3266634,2,C,16,2023-09-25 16:35:43
2023811,2,C,109.7,2023-09-25 19:50:30
2023809,2,C,112.4,2023-09-25 19:50:29
2023807,2,C,109.1,2023-09-25 19:50:28
2023805,2,C,113.3,2023-09-25 19:50:27
